timestamp,datetime_utc,open,high,low,close,volume
1772247600000,2026-02-28 03:00,1930.62,1931.51,1920.1,1924.56,522.29781952
1772251200000,2026-02-28 04:00,1924.45,1930.69,1915.73,1925.16,564.16610452
1772254800000,2026-02-28 05:00,1925.28,1927.81,1915.15,1919.56,224.79253619
1772258400000,2026-02-28 06:00,1920.07,1920.57,1836.14,1842.42,4375.42704557
1772262000000,2026-02-28 07:00,1843.13,1884.27,1836.0,1866.46,3310.92766112
1772265600000,2026-02-28 08:00,1866.73,1868.07,1848.94,1852.3,4670.85181823
1772269200000,2026-02-28 09:00,1852.62,1862.84,1845.39,1855.6,644.96680576
1772272800000,2026-02-28 10:00,1855.47,1867.81,1849.92,1865.53,567.94843316
1772276400000,2026-02-28 11:00,1865.53,1880.83,1862.45,1863.54,1163.98849821
1772280000000,2026-02-28 12:00,1864.05,1874.19,1863.38,1868.61,202.61936387
1772283600000,2026-02-28 13:00,1868.5,1910.05,1865.44,1905.12,1240.69347206
1772287200000,2026-02-28 14:00,1905.85,1916.19,1883.62,1888.85,1698.53459203
1772290800000,2026-02-28 15:00,1888.2,1903.86,1874.08,1899.38,1429.20199108
1772294400000,2026-02-28 16:00,1899.27,1910.31,1891.73,1904.54,1936.74074649
1772298000000,2026-02-28 17:00,1904.57,1911.06,1887.47,1907.14,1248.95491309
1772301600000,2026-02-28 18:00,1907.32,1946.6,1901.61,1937.1,1559.49522633
1772305200000,2026-02-28 19:00,1936.37,1955.0,1921.37,1947.81,1332.70225206
1772308800000,2026-02-28 20:00,1947.49,1974.82,1940.0,1966.34,3139.22242089
1772312400000,2026-02-28 21:00,1966.46,1967.8,1945.84,1957.65,1110.38978923
1772316000000,2026-02-28 22:00,1958.24,1984.14,1957.22,1965.49,1396.61746211
1772319600000,2026-02-28 23:00,1965.5,1970.03,1957.38,1965.0,501.3955336
1772323200000,2026-03-01 00:00,1964.78,1969.01,1955.0,1963.18,256.03266701
1772326800000,2026-03-01 01:00,1962.85,2024.97,1945.0,2012.75,3904.57278161
1772330400000,2026-03-01 02:00,2012.75,2054.51,2008.83,2033.04,3401.88177456
1772334000000,2026-03-01 03:00,2033.08,2038.76,2017.64,2023.06,824.56744782
1772337600000,2026-03-01 04:00,2023.42,2029.9,2000.0,2015.72,1514.7056072
1772341200000,2026-03-01 05:00,2016.55,2022.53,2010.12,2011.33,330.92167088
1772344800000,2026-03-01 06:00,2011.36,2012.57,1989.75,1998.72,1351.60943439
1772348400000,2026-03-01 07:00,1998.72,2009.29,1993.46,2007.56,640.37695987
1772352000000,2026-03-01 08:00,2007.6,2010.68,1981.68,1986.19,518.87252605
1772355600000,2026-03-01 09:00,1986.04,1995.26,1975.5,1980.79,653.72296685
1772359200000,2026-03-01 10:00,1980.75,1993.0,1973.24,1984.66,577.25845725
1772362800000,2026-03-01 11:00,1985.04,1989.49,1982.69,1983.46,177.7081548
1772366400000,2026-03-01 12:00,1983.56,1987.87,1976.29,1978.49,264.25953091
1772370000000,2026-03-01 13:00,1978.48,2024.0,1969.14,2006.99,2478.51795287
1772373600000,2026-03-01 14:00,2007.31,2028.0,1993.36,2001.27,1224.38829241
1772377200000,2026-03-01 15:00,2000.83,2015.93,1993.06,1993.07,608.98682466
1772380800000,2026-03-01 16:00,1993.89,2008.94,1960.99,1973.37,1308.52725203
1772384400000,2026-03-01 17:00,1974.47,1975.37,1953.86,1960.4,1164.84187699
1772388000000,2026-03-01 18:00,1960.96,1996.75,1960.96,1976.0,1281.38606461
1772391600000,2026-03-01 19:00,1976.02,1976.39,1947.97,1954.03,1495.07605104
1772395200000,2026-03-01 20:00,1954.17,1955.04,1907.66,1914.93,1809.3612407
1772398800000,2026-03-01 21:00,1914.45,1932.42,1913.48,1928.99,699.59237662
1772402400000,2026-03-01 22:00,1929.54,1969.24,1915.48,1923.54,4636.53695981
1772406000000,2026-03-01 23:00,1924.77,1947.89,1919.13,1939.3,546.18496052
1772409600000,2026-03-02 00:00,1939.3,1966.55,1937.89,1961.48,768.5498259
1772413200000,2026-03-02 01:00,1961.15,1988.25,1960.25,1963.97,805.28974239
1772416800000,2026-03-02 02:00,1964.32,1965.95,1940.48,1955.75,513.02497984
1772420400000,2026-03-02 03:00,1955.66,1978.61,1948.68,1971.85,785.11658138
1772424000000,2026-03-02 04:00,1972.55,1979.6,1968.77,1973.32,484.46014963
1772427600000,2026-03-02 05:00,1973.12,1983.42,1962.86,1970.8,350.83778589
1772431200000,2026-03-02 06:00,1971.13,1971.45,1938.04,1944.51,918.41151624
1772434800000,2026-03-02 07:00,1943.72,1944.99,1926.61,1941.17,647.38957791
1772438400000,2026-03-02 08:00,1941.91,1950.47,1922.0,1948.81,1156.55094298
1772442000000,2026-03-02 09:00,1949.01,1966.71,1946.96,1954.32,571.08524949
